fecha,hora,neto,contrato_id,cod_bascula_id
2021-07-06,2021-07-06 10:31:19,980.0,2,1
2021-07-06,2021-07-06 11:01:04,2100.0,2,1
2021-07-06,2021-07-06 11:15:14,5280.0,2,1
2021-07-06,2021-07-06 16:32:55,560.0,2,1
2021-07-07,2021-07-07 01:13:28,9880.0,2,1
2021-07-07,2021-07-07 01:18:08,9020.0,2,1
2021-07-07,2021-07-07 01:37:58,8940.0,2,1
2021-07-07,2021-07-07 04:23:32,11340.0,2,1
2021-07-07,2021-07-07 04:34:20,6620.0,2,1
2021-07-07,2021-07-07 04:38:42,7280.0,2,1
2021-07-07,2021-07-07 06:33:42,800.0,2,1
2021-07-07,2021-07-07 07:14:35,1620.0,2,1
2021-07-07,2021-07-07 08:38:14,2040.0,2,1
2021-07-07,2021-07-07 09:25:46,120.0,2,1
2021-07-07,2021-07-07 09:55:18,5400.0,2,1
2021-07-07,2021-07-07 10:22:13,960.0,2,1
2021-07-07,2021-07-07 10:44:31,3160.0,2,1
2021-07-07,2021-07-07 16:32:13,700.0,2,1
2021-07-08,2021-07-08 01:14:38,10080.0,2,1
2021-07-08,2021-07-08 01:19:10,10900.0,2,1
2021-07-08,2021-07-08 01:24:38,8960.0,2,1
2021-07-08,2021-07-08 04:25:36,10320.0,2,1
2021-07-08,2021-07-08 04:33:19,6040.0,2,1
2021-07-08,2021-07-08 04:40:21,7780.0,2,1
2021-07-08,2021-07-08 06:31:33,660.0,2,1
2021-07-08,2021-07-08 07:12:50,2600.0,2,1
2021-07-08,2021-07-08 08:58:49,2100.0,2,1
2021-07-08,2021-07-08 10:34:07,840.0,2,1
2021-07-08,2021-07-08 10:50:47,6220.0,2,1
2021-07-08,2021-07-08 11:25:22,1900.0,2,1
2021-07-09,2021-07-09 01:01:56,8900.0,2,1
2021-07-09,2021-07-09 01:06:55,10060.0,2,1
2021-07-09,2021-07-09 01:35:27,7900.0,2,1
2021-07-09,2021-07-09 04:23:11,10920.0,2,1
2021-07-09,2021-07-09 04:28:16,6480.0,2,1
2021-07-09,2021-07-09 04:29:18,7800.0,2,1
2021-07-09,2021-07-09 06:32:43,3480.0,2,1
2021-07-09,2021-07-09 07:23:15,980.0,2,1
2021-07-09,2021-07-09 08:25:54,1440.0,2,1
2021-07-09,2021-07-09 09:15:59,140.0,2,1
2021-07-09,2021-07-09 10:19:11,920.0,2,1
2021-07-09,2021-07-09 10:51:47,2240.0,2,1
2021-07-09,2021-07-09 10:58:14,5620.0,2,1
2021-07-09,2021-07-09 16:14:12,540.0,2,1
2021-07-10,2021-07-10 01:11:00,10420.0,2,1
2021-07-10,2021-07-10 01:13:58,8920.0,2,1
2021-07-10,2021-07-10 03:26:54,11480.0,2,1
2021-07-10,2021-07-10 03:59:50,4120.0,2,1
2021-07-10,2021-07-10 04:49:23,11380.0,2,1
2021-07-10,2021-07-10 04:57:28,1600.0,2,1
2021-07-10,2021-07-10 05:00:05,9680.0,2,1
2021-07-10,2021-07-10 06:30:02,660.0,2,1
2021-07-10,2021-07-10 08:17:33,2560.0,2,1
2021-07-10,2021-07-10 09:22:10,5600.0,2,1
2021-07-10,2021-07-10 09:27:14,1480.0,2,1
2021-07-10,2021-07-10 10:15:54,700.0,2,1
2021-07-10,2021-07-10 10:46:17,7060.0,2,1
2021-07-10,2021-07-10 10:56:39,3200.0,2,1
2021-07-11,2021-07-11 00:59:45,9700.0,2,1
2021-07-11,2021-07-11 01:11:24,7620.0,2,1
2021-07-11,2021-07-11 01:21:42,9860.0,2,1
2021-07-11,2021-07-11 04:23:21,5840.0,2,1
2021-07-11,2021-07-11 04:24:10,7540.0,2,1
2021-07-11,2021-07-11 04:26:03,10320.0,2,1
2021-07-12,2021-07-12 01:19:02,8360.0,2,1
2021-07-12,2021-07-12 01:19:55,6820.0,2,1
2021-07-12,2021-07-12 01:28:15,7600.0,2,1
2021-07-12,2021-07-12 04:25:28,4660.0,2,1
2021-07-12,2021-07-12 04:33:34,8080.0,2,1
2021-07-12,2021-07-12 04:34:11,5740.0,2,1
2021-07-12,2021-07-12 06:31:04,1260.0,2,1
2021-07-12,2021-07-12 07:24:32,1160.0,2,1
2021-07-12,2021-07-12 08:47:27,60.0,2,1
2021-07-12,2021-07-12 09:44:07,2460.0,2,1
2021-07-12,2021-07-12 10:13:17,3960.0,2,1
2021-07-12,2021-07-12 10:37:33,1120.0,2,1
2021-07-12,2021-07-12 11:39:17,5020.0,2,1
2021-07-13,2021-07-13 01:19:35,10780.0,2,1
2021-07-13,2021-07-13 01:22:42,10600.0,2,1
2021-07-13,2021-07-13 01:23:36,8820.0,2,1
2021-07-13,2021-07-13 04:23:54,6200.0,2,1
2021-07-13,2021-07-13 04:24:39,9980.0,2,1
2021-07-13,2021-07-13 04:26:15,7300.0,2,1
2021-07-13,2021-07-13 06:32:03,880.0,2,1
2021-07-13,2021-07-13 07:12:03,2920.0,2,1
2021-07-13,2021-07-13 09:09:32,1200.0,2,1
2021-07-13,2021-07-13 10:28:49,780.0,2,1
2021-07-13,2021-07-13 10:57:19,2300.0,2,1
2021-07-13,2021-07-13 11:39:10,5380.0,2,1
2021-07-13,2021-07-13 16:29:58,860.0,2,1
2021-07-14,2021-07-14 01:08:01,9780.0,2,1
2021-07-14,2021-07-14 01:14:21,8620.0,2,1
2021-07-14,2021-07-14 01:47:42,8920.0,2,1
2021-07-14,2021-07-14 04:48:53,9620.0,2,1
2021-07-14,2021-07-14 04:52:32,7860.0,2,1
2021-07-14,2021-07-14 04:52:57,6800.0,2,1
2021-07-14,2021-07-14 06:30:01,700.0,2,1
2021-07-14,2021-07-14 08:30:43,1860.0,2,1
2021-07-14,2021-07-14 09:22:00,2960.0,2,1
2021-07-14,2021-07-14 10:46:23,780.0,2,1
2021-07-14,2021-07-14 10:52:18,5060.0,2,1
2021-07-14,2021-07-14 10:57:21,2760.0,2,1
2021-07-14,2021-07-14 11:01:44,280.0,2,1
2021-07-14,2021-07-14 16:18:40,740.0,2,1
2021-07-15,2021-07-15 01:11:10,10280.0,2,1
2021-07-15,2021-07-15 01:12:32,9340.0,2,1
2021-07-15,2021-07-15 01:28:40,8460.0,2,1
2021-07-15,2021-07-15 04:24:17,7680.0,2,1
2021-07-15,2021-07-15 04:25:21,10520.0,2,1
2021-07-15,2021-07-15 04:27:28,6480.0,2,1
2021-07-15,2021-07-15 06:35:27,660.0,2,1
2021-07-15,2021-07-15 07:16:06,3160.0,2,1
2021-07-15,2021-07-15 08:53:36,1680.0,2,1
2021-07-15,2021-07-15 10:33:31,720.0,2,1
2021-07-15,2021-07-15 10:44:31,5380.0,2,1
2021-07-15,2021-07-15 11:22:49,2300.0,2,1
2021-07-16,2021-07-16 01:04:48,10080.0,2,1
2021-07-16,2021-07-16 01:35:46,8360.0,2,1
2021-07-16,2021-07-16 01:41:45,8580.0,2,1
2021-07-16,2021-07-16 05:13:27,1660.0,2,1
2021-07-16,2021-07-16 05:13:50,12920.0,2,1
2021-07-16,2021-07-16 05:14:17,7780.0,2,1
2021-07-16,2021-07-16 06:34:46,800.0,2,1
2021-07-16,2021-07-16 07:24:15,1040.0,2,1
2021-07-16,2021-07-16 09:01:47,160.0,2,1
2021-07-16,2021-07-16 09:26:07,1500.0,2,1
2021-07-16,2021-07-16 10:42:52,780.0,2,1
2021-07-16,2021-07-16 10:53:28,5200.0,2,1
2021-07-16,2021-07-16 11:08:41,3020.0,2,1
2021-07-16,2021-07-16 16:02:55,520.0,2,1
2021-07-17,2021-07-17 00:48:15,8040.0,2,1
2021-07-17,2021-07-17 01:06:49,11000.0,2,1
2021-07-17,2021-07-17 01:14:37,10200.0,2,1
2021-07-17,2021-07-17 04:10:48,8320.0,2,1
2021-07-17,2021-07-17 04:13:29,7740.0,2,1
2021-07-17,2021-07-17 04:14:02,10680.0,2,1
2021-07-17,2021-07-17 06:31:55,2160.0,2,1
2021-07-17,2021-07-17 07:56:49,2580.0,2,1
2021-07-17,2021-07-17 09:09:20,1320.0,2,1
2021-07-17,2021-07-17 10:45:27,760.0,2,1
2021-07-17,2021-07-17 10:46:08,5920.0,2,1
2021-07-17,2021-07-17 10:48:19,2680.0,2,1
2021-07-18,2021-07-18 00:58:36,9480.0,2,1
2021-07-18,2021-07-18 01:02:59,7420.0,2,1
2021-07-18,2021-07-18 01:11:34,8440.0,2,1
2021-07-18,2021-07-18 04:22:06,10240.0,2,1
2021-07-18,2021-07-18 04:27:04,6880.0,2,1
2021-07-18,2021-07-18 04:36:04,7700.0,2,1
2021-07-19,2021-07-19 00:56:10,6940.0,2,1
2021-07-19,2021-07-19 01:20:18,7100.0,2,1
2021-07-19,2021-07-19 01:30:59,7960.0,2,1
2021-07-19,2021-07-19 04:35:09,6600.0,2,1
2021-07-19,2021-07-19 04:36:03,4900.0,2,1
2021-07-19,2021-07-19 04:36:31,7660.0,2,1
2021-07-19,2021-07-19 06:31:35,1280.0,2,1
2021-07-19,2021-07-19 07:19:22,1380.0,2,1
2021-07-19,2021-07-19 08:50:54,100.0,2,1
2021-07-19,2021-07-19 10:43:47,840.0,2,1
2021-07-19,2021-07-19 10:44:19,4120.0,2,1
2021-07-19,2021-07-19 11:08:52,5020.0,2,1
2021-07-20,2021-07-20 01:03:14,10120.0,2,1
2021-07-20,2021-07-20 01:04:02,9700.0,2,1
2021-07-20,2021-07-20 01:12:15,8460.0,2,1
2021-07-20,2021-07-20 04:27:00,9480.0,2,1
2021-07-20,2021-07-20 04:27:33,5460.0,2,1
2021-07-20,2021-07-20 04:34:28,8540.0,2,1
2021-07-20,2021-07-20 06:34:00,1500.0,2,1
2021-07-20,2021-07-20 07:15:18,2740.0,2,1
2021-07-20,2021-07-20 08:37:16,540.0,2,1
2021-07-20,2021-07-20 10:33:20,740.0,2,1
